"","flight_joined.origin","flight_joined.year","flight_joined.month","flight_joined.day"
"41444","EWR",2013,3,26
"41445","JFK",2013,6,5
"41446","JFK",2013,7,17
"41447","JFK",2013,2,15
"41448","EWR",2013,10,31
"41449","EWR",2013,8,28
"41450","JFK",2013,8,24
"41451","JFK",2013,8,23
"41452","LGA",2013,2,23
"41453","EWR",2013,5,17
"41454","EWR",2013,6,19
"41455","LGA",2013,10,16
"41456","JFK",2013,10,8
"41457","EWR",2013,10,2
"41458","JFK",2013,5,9
"41459","EWR",2013,8,16
"41460","LGA",2013,8,19
"41461","EWR",2013,3,25
"41462","EWR",2013,4,26
"41463","EWR",2013,12,15
"41464","EWR",2013,3,26
"41465","EWR",2013,12,30
"41466","EWR",2013,8,4
"41467","LGA",2013,2,16
"41468","EWR",2013,9,2
"41469","EWR",2013,4,10
"41470","LGA",2013,9,27
"41471","LGA",2013,4,6
"41472","JFK",2013,5,11
"41473","JFK",2013,5,27
"41474","JFK",2013,9,10
"41475","JFK",2013,10,9
"41476","LGA",2013,7,19
"41477","LGA",2013,9,21
"41478","LGA",2013,6,5
"41479","LGA",2013,10,1
"41480","JFK",2013,12,12
"41481","LGA",2013,1,25
"41482","EWR",2013,6,17
"41483","LGA",2013,10,24
"41484","LGA",2013,4,3
"41485","JFK",2013,6,24
"41486","LGA",2013,12,4
"41487","JFK",2013,9,7
"41488","LGA",2013,8,10
"41489","EWR",2013,12,5
"41490","EWR",2013,8,12
"41491","EWR",2013,2,19
"41492","JFK",2013,5,10
"41493","EWR",2013,11,20
"41494","EWR",2013,12,17
"41495","JFK",2013,7,7
"41496","EWR",2013,10,4
"41497","JFK",2013,7,29
"41498","EWR",2013,12,1
"41499","LGA",2013,12,11
"41500","JFK",2013,2,24
"41501","EWR",2013,3,20
"41502","EWR",2013,10,17
"41503","JFK",2013,11,29
"41504","LGA",2013,6,23
"41505","EWR",2013,6,3
"41506","EWR",2013,2,14
"41507","EWR",2013,8,19
"41508","JFK",2013,3,22
"41509","LGA",2013,2,1
"41510","JFK",2013,6,6
"41511","EWR",2013,3,13
"41512","LGA",2013,5,2
"41513","EWR",2013,6,21
"41514","JFK",2013,4,27
"41515","JFK",2013,11,8
"41516","EWR",2013,2,21
"41517","EWR",2013,8,6
"41518","JFK",2013,7,15
"41519","LGA",2013,4,17
"41520","EWR",2013,11,12
"41521","JFK",2013,12,23
"41522","JFK",2013,9,4
"41523","JFK",2013,10,23
"41524","EWR",2013,3,15
"41525","JFK",2013,3,17
"41526","EWR",2013,7,29
"41527","LGA",2013,1,10
"41528","JFK",2013,5,12
"41529","JFK",2013,5,23
"41530","LGA",2013,5,24
"41531","EWR",2013,4,27
"41532","JFK",2013,8,18
"41533","EWR",2013,1,26
"41534","EWR",2013,6,18
"41535","LGA",2013,2,19
"41536","LGA",2013,12,21
"41537","JFK",2013,10,10
"41538","EWR",2013,11,30
"41539","EWR",2013,2,18
"41540","EWR",2013,1,2
"41541","JFK",2013,10,13
"41542","EWR",2013,6,14
"41543","JFK",2013,7,30
"41544","LGA",2013,1,2
"41545","LGA",2013,8,30
"41546","EWR",2013,3,26
"41547","LGA",2013,1,15
"41548","EWR",2013,3,9
"41549","LGA",2013,10,5
"41550","JFK",2013,3,19
"41551","EWR",2013,6,17
"41552","JFK",2013,9,15
"41553","JFK",2013,6,14
"41554","EWR",2013,5,14
"41555","EWR",2013,12,3
"41556","JFK",2013,1,12
"41557","JFK",2013,3,28
"41558","LGA",2013,9,12
"41559","JFK",2013,10,12
"41560","LGA",2013,5,9
"41561","LGA",2013,2,14
"41562","LGA",2013,1,23
"41563","LGA",2013,11,5
"41564","JFK",2013,11,4
"41565","EWR",2013,6,21
"41566","EWR",2013,12,16
"41567","EWR",2013,12,17
"41568","LGA",2013,9,25
"41569","JFK",2013,10,6
"41570","JFK",2013,8,14
"41571","LGA",2013,11,22
"41572","LGA",2013,10,28
"41573","LGA",2013,4,7
"41574","LGA",2013,12,2
"41575","EWR",2013,12,11
"41576","EWR",2013,5,29
"41577","JFK",2013,11,27
"41578","LGA",2013,11,6
"41579","JFK",2013,8,9
"41580","LGA",2013,8,2
"41581","EWR",2013,9,25
"41582","LGA",2013,3,19
"41583","EWR",2013,9,19
"41584","LGA",2013,12,29
"41585","JFK",2013,8,9
"41586","JFK",2013,4,26
"41587","LGA",2013,11,1
"41588","LGA",2013,4,16
"41589","EWR",2013,9,13
"41590","EWR",2013,5,12
"41591","EWR",2013,6,24
"41592","LGA",2013,4,12
"41593","JFK",2013,11,10
"41594","LGA",2013,9,21
"41595","EWR",2013,5,8
"41596","JFK",2013,6,27
"41597","EWR",2013,2,5
"41598","LGA",2013,8,28
"41599","LGA",2013,10,20
"41600","JFK",2013,4,6
"41601","JFK",2013,9,19
"41602","EWR",2013,2,18
"41603","JFK",2013,4,15
"41604","EWR",2013,1,1
"41605","LGA",2013,11,5
"41606","JFK",2013,10,28
"41607","EWR",2013,3,30
"41608","LGA",2013,9,6
"41609","EWR",2013,5,17
"41610","EWR",2013,6,19
"41611","EWR",2013,5,2
"41612","EWR",2013,10,8
"41613","JFK",2013,3,3
"41614","JFK",2013,12,8
"41615","EWR",2013,3,20
"41616","EWR",2013,7,28
"41617","LGA",2013,11,17
"41618","EWR",2013,6,6
"41619","EWR",2013,1,14
"41620","EWR",2013,7,12
"41621","LGA",2013,6,28
"41622","EWR",2013,9,14
"41623","JFK",2013,8,21
"41624","EWR",2013,5,26
"41625","LGA",2013,2,15
"41626","LGA",2013,4,1
"41627","JFK",2013,7,26
"41628","JFK",2013,10,21
"41629","JFK",2013,3,28
"41630","JFK",2013,8,4
"41631","LGA",2013,10,18
"41632","EWR",2013,6,5
"41633","EWR",2013,12,12
"41634","EWR",2013,5,10
"41635","LGA",2013,12,20
"41636","LGA",2013,3,6
"41637","EWR",2013,4,3
"41638","EWR",2013,4,10
"41639","EWR",2013,4,1
"41640","JFK",2013,2,25
"41641","EWR",2013,4,29
"41642","LGA",2013,5,1
"41643","JFK",2013,8,24
"41644","JFK",2013,8,18
"41645","EWR",2013,10,1
"41646","LGA",2013,4,24
"41647","JFK",2013,9,28
"41648","LGA",2013,1,13
"41649","EWR",2013,1,31
"41650","EWR",2013,6,6
"41651","LGA",2013,5,1
"41652","LGA",2013,9,5
"41653","EWR",2013,12,29
"41654","JFK",2013,1,15
"41655","EWR",2013,12,13
"41656","LGA",2013,6,5
"41657","EWR",2013,8,28
"41658","JFK",2013,9,23
"41659","JFK",2013,12,26
"41660","EWR",2013,1,17
"41661","JFK",2013,9,27
"41662","EWR",2013,2,26
"41663","EWR",2013,5,5
"41664","LGA",2013,6,30
"41665","EWR",2013,4,24
"41666","EWR",2013,1,26
"41667","LGA",2013,10,3
"41668","EWR",2013,6,1
"41669","EWR",2013,2,7
"41670","JFK",2013,10,1
"41671","EWR",2013,6,14
"41672","EWR",2013,3,8
"41673","LGA",2013,5,25
"41674","JFK",2013,10,26
"41675","EWR",2013,10,21
"41676","JFK",2013,9,19
"41677","JFK",2013,11,17
"41678","EWR",2013,11,3
"41679","JFK",2013,1,23
"41680","EWR",2013,6,11
"41681","EWR",2013,7,20
"41682","EWR",2013,4,22
"41683","LGA",2013,7,16
"41684","EWR",2013,3,19
"41685","EWR",2013,10,4
"41686","JFK",2013,1,10
"41687","JFK",2013,4,15
"41688","JFK",2013,8,15
"41689","EWR",2013,6,13
"41690","EWR",2013,1,13
"41691","JFK",2013,11,21
"41692","EWR",2013,4,15
"41693","EWR",2013,11,26
"41694","LGA",2013,2,17
"41695","EWR",2013,5,18
"41696","EWR",2013,8,11
"41697","EWR",2013,5,31
"41698","EWR",2013,10,9
"41699","LGA",2013,3,3
"41700","LGA",2013,12,26
"41701","JFK",2013,3,16
"41702","LGA",2013,11,14
"41703","JFK",2013,5,10
"41704","EWR",2013,6,22
"41705","LGA",2013,3,31
"41706","EWR",2013,5,1
"41707","JFK",2013,4,13
"41708","LGA",2013,4,8
"41709","LGA",2013,7,16
"41710","EWR",2013,7,29
"41711","LGA",2013,12,19
"41712","LGA",2013,4,15
"41713","JFK",2013,11,25
"41714","JFK",2013,6,29
"41715","LGA",2013,1,17
"41716","EWR",2013,2,17
"41717","LGA",2013,11,23
"41718","EWR",2013,5,3
"41719","EWR",2013,8,7
"41720","LGA",2013,4,12
"41721","LGA",2013,11,6
"41722","EWR",2013,2,23
"41723","EWR",2013,11,4
"41724","EWR",2013,6,6
"41725","JFK",2013,5,11
"41726","JFK",2013,6,7
"41727","LGA",2013,8,12
"41728","EWR",2013,12,29
"41729","JFK",2013,4,17
"41730","JFK",2013,12,19
"41731","JFK",2013,10,17
"41732","LGA",2013,7,1
"41733","EWR",2013,11,20
"41734","JFK",2013,11,5
"41735","JFK",2013,7,31
"41736","JFK",2013,2,12
"41737","JFK",2013,1,17
"41738","EWR",2013,10,15
"41739","JFK",2013,1,7
"41740","JFK",2013,8,15
"41741","JFK",2013,5,22
"41742","JFK",2013,9,22
"41743","EWR",2013,10,2
"41744","JFK",2013,4,30
"41745","LGA",2013,7,13
"41746","EWR",2013,11,13
"41747","JFK",2013,9,20
"41748","LGA",2013,7,30
"41749","JFK",2013,6,3
"41750","LGA",2013,3,15
"41751","JFK",2013,8,16
"41752","LGA",2013,2,23
"41753","EWR",2013,3,17
"41754","LGA",2013,7,2
"41755","LGA",2013,11,23
"41756","LGA",2013,10,12
"41757","EWR",2013,7,11
"41758","EWR",2013,11,13
"41759","JFK",2013,9,2
"41760","EWR",2013,6,28
"41761","LGA",2013,12,13
"41762","EWR",2013,4,26
"41763","JFK",2013,2,27
"41764","JFK",2013,10,17
"41765","EWR",2013,12,30
"41766","LGA",2013,6,9
"41767","JFK",2013,4,23
"41768","EWR",2013,1,31
"41769","JFK",2013,1,8
"41770","JFK",2013,2,26
"41771","LGA",2013,7,7
"41772","EWR",2013,3,13
"41773","EWR",2013,4,19
"41774","LGA",2013,12,10
"41775","JFK",2013,5,27
"41776","EWR",2013,4,11
"41777","EWR",2013,11,4
"41778","LGA",2013,8,23
"41779","EWR",2013,1,12
"41780","LGA",2013,11,12
"41781","EWR",2013,8,21
"41782","EWR",2013,1,18
"41783","EWR",2013,10,7
"41784","JFK",2013,4,3
"41785","JFK",2013,1,12
"41786","EWR",2013,12,5
"41787","JFK",2013,5,19
"41788","EWR",2013,8,10
"41789","EWR",2013,11,13
"41790","LGA",2013,2,3
"41791","JFK",2013,11,1
"41792","EWR",2013,3,30
"41793","LGA",2013,1,11
"41794","EWR",2013,7,1
"41795","JFK",2013,10,27
"41796","LGA",2013,4,19
"41797","EWR",2013,4,23
"41798","EWR",2013,9,10
"41799","LGA",2013,12,14
"41800","EWR",2013,8,9
"41801","JFK",2013,3,19
"41802","JFK",2013,1,8
"41803","JFK",2013,6,17
"41804","JFK",2013,9,20
"41805","EWR",2013,11,12
"41806","JFK",2013,4,20
"41807","LGA",2013,5,28
"41808","JFK",2013,11,16
"41809","EWR",2013,7,11
"41810","EWR",2013,3,7
"41811","EWR",2013,1,18
"41812","EWR",2013,5,16
"41813","LGA",2013,1,23
"41814","LGA",2013,7,25
"41815","JFK",2013,3,12
"41816","EWR",2013,3,4
"41817","EWR",2013,2,10
"41818","EWR",2013,12,24
"41819","EWR",2013,1,11
"41820","LGA",2013,5,16
"41821","JFK",2013,3,7
"41822","LGA",2013,8,16
"41823","JFK",2013,12,5
"41824","EWR",2013,11,6
"41825","JFK",2013,2,26
"41826","EWR",2013,12,11
"41827","EWR",2013,1,13
"41828","EWR",2013,11,23
"41829","EWR",2013,3,20
"41830","EWR",2013,8,29
"41831","EWR",2013,4,10
"41832","EWR",2013,10,4
"41833","EWR",2013,6,1
"41834","JFK",2013,4,4
"41835","LGA",2013,1,31
"41836","EWR",2013,8,11
"41837","EWR",2013,3,31
"41838","EWR",2013,6,4
"41839","LGA",2013,9,23
"41840","EWR",2013,1,29
"41841","JFK",2013,10,29
"41842","LGA",2013,5,12
"41843","JFK",2013,2,3
"41844","LGA",2013,9,6
"41845","JFK",2013,6,26
"41846","EWR",2013,12,9
"41847","LGA",2013,1,12
"41848","JFK",2013,3,18
"41849","JFK",2013,12,18
"41850","LGA",2013,5,14
"41851","JFK",2013,3,8
"41852","EWR",2013,12,21
"41853","JFK",2013,11,15
"41854","EWR",2013,10,24
"41855","EWR",2013,9,5
"41856","LGA",2013,5,9
"41857","EWR",2013,4,24
"41858","JFK",2013,2,1
"41859","LGA",2013,11,30
"41860","JFK",2013,11,22
"41861","LGA",2013,3,22
"41862","LGA",2013,10,3
"41863","LGA",2013,5,8
"41864","LGA",2013,3,19
"41865","JFK",2013,10,16
"41866","EWR",2013,9,8
"41867","EWR",2013,2,6
"41868","EWR",2013,8,9
"41869","EWR",2013,6,24
"41870","EWR",2013,7,26
"41871","EWR",2013,10,3
"41872","JFK",2013,8,3
"41873","JFK",2013,8,7
"41874","EWR",2013,3,8
"41875","LGA",2013,8,12
"41876","JFK",2013,6,2
"41877","EWR",2013,12,17
"41878","JFK",2013,4,11
"41879","EWR",2013,6,2
"41880","EWR",2013,6,19
"41881","JFK",2013,11,28
"41882","JFK",2013,4,24
"41883","JFK",2013,3,25
"41884","EWR",2013,11,7
"41885","EWR",2013,6,24
"41886","LGA",2013,8,27
"41887","JFK",2013,8,21
"41888","EWR",2013,7,16
"41889","LGA",2013,2,19
"41890","EWR",2013,11,22
"41891","JFK",2013,5,31
"41892","JFK",2013,4,19
"41893","EWR",2013,4,4
"41894","EWR",2013,7,14
"41895","JFK",2013,8,18
"41896","EWR",2013,9,27
"41897","EWR",2013,11,13
"41898","EWR",2013,6,10
"41899","LGA",2013,7,10
"41900","JFK",2013,11,27
"41901","JFK",2013,1,12
"41902","EWR",2013,10,15
"41903","EWR",2013,4,25
"41904","EWR",2013,7,10
"41905","EWR",2013,2,3
"41906","EWR",2013,4,16
"41907","JFK",2013,1,19
"41908","JFK",2013,11,17
"41909","EWR",2013,10,15
"41910","LGA",2013,7,14
"41911","LGA",2013,4,9
"41912","EWR",2013,12,18
"41913","JFK",2013,12,19
"41914","EWR",2013,1,9
"41915","JFK",2013,3,14
"41916","JFK",2013,4,25
"41917","EWR",2013,12,4
"41918","JFK",2013,7,22
"41919","EWR",2013,8,2
"41920","EWR",2013,11,29
"41921","JFK",2013,6,11
"41922","EWR",2013,12,20
"41923","LGA",2013,1,14
"41924","EWR",2013,6,11
"41925","EWR",2013,7,24
"41926","JFK",2013,9,17
"41927","LGA",2013,8,12
"41928","LGA",2013,2,17
"41929","EWR",2013,7,15
"41930","JFK",2013,4,24
"41931","EWR",2013,10,7
"41932","EWR",2013,6,4
"41933","JFK",2013,8,30
"41934","EWR",2013,6,30
"41935","LGA",2013,3,23
"41936","EWR",2013,8,27
"41937","LGA",2013,1,23
"41938","EWR",2013,7,17
"41939","LGA",2013,3,19
"41940","EWR",2013,10,28
"41941","JFK",2013,9,27
"41942","EWR",2013,8,14
"41943","LGA",2013,11,4
"41944","LGA",2013,8,31
"41945","EWR",2013,2,7
"41946","LGA",2013,5,3
"41947","EWR",2013,6,27
"41948","JFK",2013,7,11
"41949","JFK",2013,6,10
"41950","EWR",2013,6,10
"41951","EWR",2013,8,1
"41952","EWR",2013,4,16
"41953","LGA",2013,12,9
"41954","LGA",2013,8,6
"41955","EWR",2013,11,15
"41956","EWR",2013,3,28
"41957","EWR",2013,8,27
"41958","JFK",2013,12,23
"41959","LGA",2013,8,6
"41960","EWR",2013,12,5
"41961","EWR",2013,2,28
"41962","LGA",2013,12,28
"41963","LGA",2013,11,2
"41964","EWR",2013,9,10
"41965","EWR",2013,5,2
"41966","LGA",2013,9,19
"41967","EWR",2013,1,4
"41968","LGA",2013,7,17
"41969","EWR",2013,6,24
"41970","LGA",2013,10,24
"41971","LGA",2013,6,12
"41972","EWR",2013,5,13
"41973","JFK",2013,5,8
"41974","LGA",2013,9,13
"41975","JFK",2013,9,1
"41976","LGA",2013,5,26
"41977","JFK",2013,5,17
"41978","EWR",2013,8,19
"41979","EWR",2013,1,7
"41980","LGA",2013,10,4
"41981","LGA",2013,9,9
"41982","EWR",2013,9,17
"41983","EWR",2013,2,11
"41984","JFK",2013,3,25
"41985","JFK",2013,11,17
"41986","EWR",2013,12,29
"41987","LGA",2013,12,6
"41988","LGA",2013,6,15
"41989","JFK",2013,10,18
"41990","LGA",2013,11,17
"41991","JFK",2013,9,11
"41992","LGA",2013,8,17
"41993","EWR",2013,4,18
"41994","LGA",2013,10,27
"41995","JFK",2013,3,22
"41996","JFK",2013,8,27
"41997","LGA",2013,2,20
"41998","EWR",2013,12,12
"41999","EWR",2013,11,28
"42000","JFK",2013,6,21
"42001","EWR",2013,12,25
"42002","EWR",2013,4,22
"42003","LGA",2013,2,13
"42004","JFK",2013,1,7
"42005","JFK",2013,9,5
"42006","JFK",2013,7,13
"42007","LGA",2013,1,24
"42008","EWR",2013,1,11
"42009","EWR",2013,2,13
"42010","JFK",2013,4,29
"42011","JFK",2013,5,5
"42012","JFK",2013,2,5
"42013","JFK",2013,1,26
"42014","LGA",2013,7,27
"42015","LGA",2013,8,10
"42016","EWR",2013,10,14
"42017","JFK",2013,7,18
"42018","LGA",2013,1,13
"42019","LGA",2013,9,23
"42020","EWR",2013,5,24
"42021","JFK",2013,6,17
"42022","EWR",2013,6,16
"42023","EWR",2013,6,4
"42024","JFK",2013,6,29
"42025","LGA",2013,12,21
"42026","LGA",2013,1,14
"42027","EWR",2013,8,21
"42028","JFK",2013,2,14
"42029","JFK",2013,9,28
"42030","LGA",2013,4,18
"42031","JFK",2013,8,9
"42032","EWR",2013,12,19
"42033","EWR",2013,2,22
"42034","JFK",2013,11,11
"42035","EWR",2013,4,5
"42036","JFK",2013,2,16
"42037","EWR",2013,1,17
"42038","LGA",2013,2,12
"42039","JFK",2013,11,10
"42040","EWR",2013,12,21
"42041","JFK",2013,11,22
"42042","LGA",2013,11,25
"42043","EWR",2013,9,4
"42044","EWR",2013,3,23
"42045","EWR",2013,7,21
"42046","EWR",2013,11,10
"42047","LGA",2013,5,22
"42048","JFK",2013,3,7
"42049","JFK",2013,4,12
"42050","JFK",2013,3,29
"42051","JFK",2013,10,7
"42052","EWR",2013,2,5
"42053","JFK",2013,4,21
"42054","EWR",2013,7,7
"42055","EWR",2013,12,30
"42056","JFK",2013,12,24
"42057","LGA",2013,7,10
"42058","LGA",2013,1,23
"42059","LGA",2013,3,15
"42060","LGA",2013,1,28
"42061","EWR",2013,9,8
"42062","JFK",2013,5,18
"42063","JFK",2013,3,2
"42064","JFK",2013,1,22
"42065","LGA",2013,7,8
"42066","EWR",2013,1,23
"42067","EWR",2013,1,30
"42068","JFK",2013,11,13
"42069","EWR",2013,5,21
"42070","EWR",2013,5,23
"42071","JFK",2013,12,18
"42072","JFK",2013,6,15
"42073","JFK",2013,6,20
"42074","EWR",2013,3,13
"42075","JFK",2013,7,29
"42076","EWR",2013,4,8
"42077","LGA",2013,10,6
"42078","JFK",2013,2,4
"42079","EWR",2013,10,13
"42080","LGA",2013,5,25
"42081","LGA",2013,4,9
"42082","LGA",2013,8,13
"42083","JFK",2013,10,22
"42084","LGA",2013,11,3
"42085","EWR",2013,5,24
"42086","JFK",2013,8,24
"42087","EWR",2013,3,26
"42088","LGA",2013,12,10
"42089","EWR",2013,12,13
"42090","EWR",2013,12,10
"42091","JFK",2013,8,8
"42092","EWR",2013,3,6
"42093","JFK",2013,10,4
"42094","JFK",2013,10,9
"42095","LGA",2013,2,23
"42096","EWR",2013,11,5
"42097","LGA",2013,1,2
"42098","EWR",2013,8,11
"42099","JFK",2013,11,21
"42100","EWR",2013,8,12
"42101","JFK",2013,5,18
"42102","LGA",2013,10,22
"42103","LGA",2013,10,17
"42104","JFK",2013,8,1
"42105","LGA",2013,6,20
"42106","EWR",2013,2,4
"42107","EWR",2013,3,21
"42108","JFK",2013,2,1
"42109","EWR",2013,12,27
"42110","JFK",2013,4,6
"42111","LGA",2013,2,20
"42112","EWR",2013,4,24
"42113","LGA",2013,8,10
"42114","JFK",2013,1,7
"42115","JFK",2013,3,18
"42116","JFK",2013,3,25
"42117","EWR",2013,3,5
"42118","LGA",2013,4,28
"42119","JFK",2013,1,24
"42120","LGA",2013,4,4
"42121","LGA",2013,7,23
"42122","JFK",2013,10,17
"42123","EWR",2013,7,20
"42124","EWR",2013,9,29
"42125","JFK",2013,1,31
"42126","LGA",2013,9,2
"42127","LGA",2013,10,27
"42128","LGA",2013,12,5
"42129","JFK",2013,5,28
"42130","JFK",2013,3,22
"42131","LGA",2013,10,24
"42132","LGA",2013,7,23
"42133","JFK",2013,4,6
"42134","EWR",2013,10,30
"42135","LGA",2013,10,9
"42136","JFK",2013,9,15
"42137","JFK",2013,8,26
"42138","JFK",2013,7,30
"42139","EWR",2013,10,9
"42140","EWR",2013,12,21
"42141","LGA",2013,8,23
"42142","LGA",2013,7,28
"42143","EWR",2013,9,27
"42144","JFK",2013,6,17
"42145","LGA",2013,4,29
"42146","LGA",2013,1,1
"42147","JFK",2013,12,2
"42148","EWR",2013,7,16
"42149","JFK",2013,9,21
"42150","JFK",2013,4,23
"42151","LGA",2013,7,3
"42152","EWR",2013,3,21
"42153","LGA",2013,10,20
"42154","EWR",2013,4,18
"42155","LGA",2013,10,16
"42156","LGA",2013,5,29
"42157","LGA",2013,9,10
"42158","EWR",2013,10,13
"42159","EWR",2013,9,15
"42160","JFK",2013,2,27
"42161","EWR",2013,4,11
"42162","LGA",2013,8,27
"42163","JFK",2013,3,13
"42164","EWR",2013,7,22
"42165","LGA",2013,7,10
"42166","JFK",2013,8,9
"42167","LGA",2013,11,18
"42168","LGA",2013,11,23
"42169","EWR",2013,9,9
"42170","LGA",2013,1,24
"42171","JFK",2013,7,11
"42172","JFK",2013,12,26
"42173","JFK",2013,1,29
"42174","EWR",2013,11,22
"42175","JFK",2013,11,3
"42176","JFK",2013,6,22
"42177","JFK",2013,8,20
"42178","LGA",2013,9,8
"42179","EWR",2013,10,9
"42180","EWR",2013,2,28
"42181","JFK",2013,5,21
"42182","LGA",2013,8,11
"42183","JFK",2013,2,25
"42184","LGA",2013,9,4
"42185","LGA",2013,11,23
"42186","JFK",2013,7,28
"42187","LGA",2013,8,31
"42188","JFK",2013,9,27
"42189","JFK",2013,5,26
"42190","JFK",2013,4,29
"42191","JFK",2013,3,4
"42192","LGA",2013,5,10
"42193","EWR",2013,4,29
"42194","LGA",2013,7,10
"42195","EWR",2013,4,18
"42196","LGA",2013,4,8
"42197","EWR",2013,3,7
"42198","EWR",2013,6,17
"42199","JFK",2013,2,13
"42200","LGA",2013,10,7
"42201","LGA",2013,9,18
"42202","EWR",2013,3,16
"42203","JFK",2013,9,23
"42204","LGA",2013,3,31
"42205","JFK",2013,9,6
"42206","LGA",2013,11,30
"42207","JFK",2013,1,17
"42208","EWR",2013,7,25
"42209","LGA",2013,2,28
"42210","JFK",2013,8,24
"42211","EWR",2013,4,30
"42212","EWR",2013,10,12
"42213","EWR",2013,6,10
"42214","EWR",2013,6,28
"42215","LGA",2013,10,25
"42216","JFK",2013,3,29
"42217","JFK",2013,8,30
"42218","EWR",2013,6,29
"42219","EWR",2013,9,13
"42220","EWR",2013,6,8
"42221","JFK",2013,4,2
"42222","EWR",2013,5,25
"42223","EWR",2013,2,25
"42224","EWR",2013,7,13
"42225","LGA",2013,4,16
"42226","LGA",2013,6,25
"42227","EWR",2013,5,1
"42228","EWR",2013,9,29
"42229","LGA",2013,5,7
"42230","EWR",2013,4,26
"42231","JFK",2013,1,31
"42232","JFK",2013,11,20
"42233","EWR",2013,11,8
"42234","EWR",2013,3,4
"42235","EWR",2013,4,2
"42236","LGA",2013,10,21
"42237","EWR",2013,2,3
"42238","EWR",2013,1,2
"42239","EWR",2013,4,23
"42240","JFK",2013,10,6
"42241","JFK",2013,9,22
"42242","LGA",2013,1,24
"42243","JFK",2013,4,26
"42244","LGA",2013,12,22
"42245","LGA",2013,5,1
"42246","JFK",2013,10,4
"42247","JFK",2013,3,23
"42248","LGA",2013,1,23
"42249","JFK",2013,11,23
"42250","EWR",2013,11,1
"42251","JFK",2013,4,18
"42252","LGA",2013,12,28
"42253","EWR",2013,9,3
"42254","JFK",2013,6,13
"42255","LGA",2013,12,15
"42256","JFK",2013,5,5
"42257","LGA",2013,2,11
"42258","EWR",2013,11,18
"42259","LGA",2013,2,21
"42260","LGA",2013,6,19
"42261","EWR",2013,6,16
"42262","EWR",2013,1,20
"42263","LGA",2013,3,13
"42264","EWR",2013,11,2
"42265","JFK",2013,4,29
"42266","EWR",2013,5,2
"42267","JFK",2013,5,30
"42268","EWR",2013,2,26
"42269","LGA",2013,2,18
"42270","EWR",2013,2,15
"42271","EWR",2013,4,16
"42272","LGA",2013,9,26
"42273","EWR",2013,10,3
"42274","JFK",2013,8,6
"42275","LGA",2013,10,31
"42276","EWR",2013,9,9
"42277","LGA",2013,5,15
"42278","JFK",2013,3,23
"42279","LGA",2013,1,9
"42280","JFK",2013,2,25
"42281","JFK",2013,2,13
"42282","JFK",2013,2,14
"42283","JFK",2013,12,14
"42284","JFK",2013,5,6
"42285","LGA",2013,9,22
"42286","JFK",2013,1,28
"42287","JFK",2013,1,1
"42288","EWR",2013,12,18
"42289","EWR",2013,4,24
"42290","EWR",2013,6,24
"42291","JFK",2013,10,1
"42292","JFK",2013,9,14
"42293","LGA",2013,9,26
"42294","EWR",2013,4,9
"42295","JFK",2013,11,12
"42296","JFK",2013,5,26
"42297","JFK",2013,1,19
"42298","LGA",2013,9,29
"42299","EWR",2013,6,17
"42300","EWR",2013,7,6
"42301","LGA",2013,3,15
"42302","JFK",2013,5,15
"42303","EWR",2013,6,11
"42304","LGA",2013,11,8
"42305","JFK",2013,9,29
"42306","EWR",2013,3,22
"42307","LGA",2013,7,7
"42308","JFK",2013,6,10
"42309","EWR",2013,8,1
"42310","LGA",2013,6,19
"42311","LGA",2013,10,24
"42312","LGA",2013,3,5
"42313","JFK",2013,7,22
"42314","LGA",2013,11,14
"42315","EWR",2013,4,17
"42316","EWR",2013,4,30
"42317","LGA",2013,9,15
"42318","JFK",2013,1,12
"42319","JFK",2013,10,3
"42320","JFK",2013,3,28
"42321","LGA",2013,1,31
"42322","EWR",2013,4,2
"42323","JFK",2013,5,24
"42324","EWR",2013,11,17
"42325","JFK",2013,1,2
"42326","EWR",2013,7,16
"42327","EWR",2013,5,26
"42328","EWR",2013,8,14
"42329","JFK",2013,2,13
"42330","JFK",2013,6,10
"42331","EWR",2013,4,11
"42332","JFK",2013,5,7
"42333","JFK",2013,2,27
"42334","LGA",2013,12,18
"42335","JFK",2013,8,18
"42336","JFK",2013,5,31
"42337","EWR",2013,1,12
"42338","LGA",2013,5,28
"42339","LGA",2013,8,27
"42340","EWR",2013,7,31
"42341","JFK",2013,3,16
"42342","LGA",2013,8,29
"42343","JFK",2013,11,20
"42344","LGA",2013,1,5
"42345","EWR",2013,1,12
"42346","LGA",2013,12,22
"42347","LGA",2013,1,24
"42348","EWR",2013,6,14
"42349","LGA",2013,7,6
"42350","LGA",2013,7,24
"42351","LGA",2013,3,4
"42352","LGA",2013,9,17
"42353","LGA",2013,2,1
"42354","LGA",2013,7,8
"42355","EWR",2013,9,21
"42356","JFK",2013,6,3
"42357","EWR",2013,9,21
"42358","LGA",2013,8,28
"42359","LGA",2013,8,29
"42360","JFK",2013,4,19
"42361","JFK",2013,1,22
"42362","LGA",2013,9,29
"42363","LGA",2013,1,7
"42364","EWR",2013,6,15
"42365","LGA",2013,12,23
"42366","EWR",2013,12,12
"42367","EWR",2013,7,11
"42368","EWR",2013,7,13
"42369","EWR",2013,9,3
"42370","JFK",2013,12,1
"42371","EWR",2013,10,7
"42372","EWR",2013,10,29
"42373","EWR",2013,12,7
